"attracts","care_level","cycle","cones","cuisine","drought_tolerant","edible_fruit","edible_leaf","flowers","flower_color","flowering_season","fruits","fruit_color","growth_rate","hardiness_min","hardiness_max","harvest_season","indoor","invasive","leaf","leaf_color","maintenance","medicinal","origin","pest_susceptibility","poisonous_to_humans","poisonous_to_pets","propagation","pruning_month","salt_tolerant","seeds","soil","sunlight","thorny","tropical","type","watering","watering_period","id"
"[]","High","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","6","9","","FALSE","FALSE","TRUE","Green","High","FALSE","[""Europe""]","[]","0","0","[""Spore Propagation""]","October","FALSE","0","[""Acidic"",""Loamy"",""Moist""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Foliage House plants","Frequent","Morning","hygrocybe_laetissima"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","TRUE","Green","High","9","11","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""South America""]","[""Aphids""]","1","1","[""Seed Propagation"",""Cutting""]","July","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Vine","Average","Morning","araujia_hortorum"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","Yellow","Winter","TRUE","","Moderate","9","11","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""South Africa""]","[""Aphids"",""Mealybugs"",""Scale insects""]","0","0","[""Seed Propagation"",""Cutting""]","February","TRUE","1","[""Well-drained"",""Sandy"",""Dry""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Succulent","Minimum","Morning","aloe_africana"
"[""Hummingbirds"",""Bees""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Red","Spring","TRUE","Brown","Moderate","10","13","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""South America""]","[]","0","0","[""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Tree","Average","Morning","brownea_macrophylla"
"[""Birds"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Autumn","FALSE","","Low","9","11","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""South Africa""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun""]","FALSE","TRUE","Shrub","Average","Morning","brunia_noduliflora"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Winter","FALSE","","Low","8","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""South Africa""]","[]","0","0","[""Cutting"",""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Shrub","Average","Morning","erica_discolor"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","White","Spring","FALSE","","Moderate","7","10","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""South Africa""]","[]","0","0","[""Seed Propagation"",""Cutting""]","April","TRUE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Shrub","Minimum","Morning","eriocephalus_africanus"
"[""Butterflies"",""Bees""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","7","10","","TRUE","FALSE","TRUE","Green","Low","TRUE","[""South Africa""]","[]","0","0","[""Seed Propagation"",""Bulb Division""]","October","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Bulb","Average","Morning","eucomis_autumnalis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Autumn","FALSE","","Low","9","11","","TRUE","FALSE","TRUE","Dark Green","Low","FALSE","[""South Africa""]","[]","0","0","[""Seed Propagation"",""Division""]","December","FALSE","1","[""Well-drained"",""Loamy""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","haemanthus_albiflos"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Summer","FALSE","","Moderate","9","10","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Chile""]","[""Slugs"",""Snails"",""Spider mites""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Acidic"",""Well-drained"",""Moist""]","[""Part shade"",""Filtered shade""]","FALSE","TRUE","Climber","Average","Morning","lapageria_rosea"
"[]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Blue","Summer","FALSE","","Moderate","9","10","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""South Africa""]","[]","0","0","[""Cutting"",""Seed Propagation""]","June","FALSE","1","[""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","nemesia_fruticans"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","9","11","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""South Africa""]","[""Fungal diseases"",""Root rot""]","1","1","[""Cutting""]","March","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Succulent","Minimum","Morning","orbea_variegata"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White, Yellow, Brown","Spring","FALSE","","Moderate","10","11","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""China"",""Japan"",""Australia"",""Southeast Asia""]","[""Aphids"",""Mealybugs"",""Scale insects""]","0","0","[""Division"",""Seed Propagation""]","March","FALSE","0","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","TRUE","Orchid","Average","Morning","phaius_tankervilleae"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Moderate","9","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""South Africa""]","[]","0","0","[""Seed Propagation"",""Cutting""]","June","FALSE","1","[""Well-drained"",""Acidic""]","[""Full sun""]","FALSE","FALSE","Shrub","Minimum","Morning","protea_punctata"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","TRUE","","Moderate","8","11","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""South Africa""]","[""Aphids"",""Spider mites""]","0","0","[""Cutting"",""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Shrub","Average","Morning","sparrmannia_africana"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Low","7","11","","FALSE","TRUE","TRUE","Silvery-grey","Moderate","TRUE","[""South Africa""]","[]","0","0","[""Seed Propagation""]","June","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Shrub","Minimum","Morning","seriphium_plumosum"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Orange","Summer","FALSE","","Moderate","3","7","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Siberia"",""Mongolia"",""China""]","[]","0","0","[""Seed Propagation"",""Division""]","August","FALSE","1","[""Well-drained"",""Moist"",""Loamy"",""Clay""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","trollius_asiaticus"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Brown","Summer","FALSE","","Moderate","9","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""South Africa""]","[]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Grass","Average","Morning","elegia_tectorum"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","","Summer","FALSE","","Moderate","8","12","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""South Africa""]","[]","0","0","[""Seed Propagation""]","September","TRUE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Grass","Average","Morning","cyperus_textilis"
"[""Pollinators""]","High","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Low","3","7","","FALSE","FALSE","TRUE","Green","High","FALSE","[""China"",""Japan"",""Korea"",""Russia""]","[""Snails"",""Slugs""]","0","0","[""Seed Propagation"",""Division""]","February","FALSE","1","[""Well-drained"",""Humus-rich"",""Loamy""]","[""Part shade""]","FALSE","FALSE","Orchid","Frequent","Morning","cypripedium_macranthos"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Brown","Spring","FALSE","","Moderate","8","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""South Africa""]","[""Fungal infections""]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","prionium_serratum"
"[""Birds"",""Insects""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Brown","Summer","TRUE","Brown","High","7","10","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Southern Africa""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation"",""Rhizome Division""]","February","TRUE","1","[""Wet"",""Moist""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Rush or Sedge","Frequent","Morning","typha_capensis"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow, Orange, Red","Spring","FALSE","","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Turkey"",""Iraq"",""Iran"",""Afghanistan"",""Pakistan""]","[""Fungal leaf spot"",""Bulb rot""]","1","1","[""Seed Propagation"",""Bulb division""]","May","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Average","Morning","fritillaria_imperialis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Blue","Moderate","6","8","","FALSE","TRUE","TRUE","Dark green","Moderate","FALSE","[""China""]","[""Aphids"",""Scale insects""]","1","1","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Shrub","Average","Morning","berberis_julianae"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","Green","","TRUE","Black","Moderate","9","11","","TRUE","FALSE","TRUE","Green","Moderate","TRUE","[""Taiwan"",""Japan"",""China""]","[]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Tree","Average","Morning","ficus_subpisocarpa"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","FALSE","","Low","4","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Europe"",""Asia""]","[]","0","0","[""Seed Propagation"",""Division Propagation""]","April","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Grass","Average","Morning","carex_digitata"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Green","Spring","TRUE","Brown","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Europe"",""Western Asia""]","[""Leaf spot"",""Root rot""]","0","0","[""Seed Propagation"",""Division""]","April","FALSE","1","[""Loamy"",""Well-drained"",""Moist""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Sedge","Average","Morning","carex_praecox"
"[]","Medium","Perennial","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","5","9","","FALSE","FALSE","TRUE","","Moderate","FALSE","[""Europe"",""North America""]","[]","0","0","[]","September","FALSE","0","[""Well-drained""]","[""Partial shade""]","FALSE","FALSE","Fruit","Average","Morning","xerocomellus_dryophilus"
"[]","Medium","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","5","9","","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America""]","[]","0","0","[]","September","FALSE","0","[""Well-drained"",""Sandy""]","[""Part shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","xerocomellus_zelleri"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","7","","FALSE","FALSE","TRUE","Brown","Moderate","FALSE","[""Europe"",""Asia""]","[]","0","0","[]","September","FALSE","0","[""Well-drained"",""Loamy""]","[""Filtered shade"",""Part shade""]","FALSE","FALSE","Moss","Average","Evening","xerocomellus_chrysenteron"
"[]","Medium","Perennial","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","6","11","Spring","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America""]","[]","0","0","[]","October","FALSE","0","[""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","boletus_rex-veris"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","Yellow","Summer","TRUE","Yellow","Moderate","9","11","Summer","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Peru"",""Chile""]","[]","0","0","[""Seed Propagation"",""Cutting""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","TRUE","TRUE","Cactus","Minimum","Morning","corryocactus_melanotrichus"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","TRUE","Black","High","6","9","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Mediterranean"",""Central Asia"",""Africa""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Vine","Average","Morning","cynanchum_acutum"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Low","8","11","","TRUE","FALSE","FALSE","","Low","FALSE","[""North America"",""Mexico""]","[""Mealybugs""]","0","0","[""Seed Propagation""]","April","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","TRUE","FALSE","Cactus","Minimum","Morning","echinocereus_acifer"
"[""Birds""]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","","FALSE","","Moderate","9","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""South Africa""]","[]","0","0","[""Seed Propagation""]","July","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Shrub","Average","Morning","leucadendron_strobilinum"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Red","Summer","FALSE","","Moderate","9","11","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Southeast Asia"",""India""]","[]","1","1","[""Seed Propagation"",""Division""]","August","TRUE","1","[""Loamy"",""Clay""]","[""Full sun""]","FALSE","TRUE","Aquatic","Average","Morning","nymphaea_rubra"
"[""Bees"",""Birds"",""Butterflies""]","Medium","Perennial","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","Yellow","Summer","TRUE","Red","Moderate","8","11","Summer","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[""Scale insects"",""Mealybugs""]","0","0","[""Seed Propagation"",""Cutting""]","July","TRUE","1","[""Well-drained"",""Sandy"",""Gravelly""]","[""Full sun""]","TRUE","TRUE","Succulent","Minimum","Morning","opuntia_austrina"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","Yellow","Spring","TRUE","Red","Moderate","8","11","Summer","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""South America""]","[""Mealybugs"",""Scale insects""]","0","1","[""Seed Propagation"",""Cutting""]","March","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","TRUE","TRUE","Succulent","Minimum","Morning","opuntia_sulphurea"
"[""Birds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Cream","Summer","TRUE","Brown","Moderate","9","11","","FALSE","FALSE","TRUE","Dark Green","Moderate","FALSE","[""South Africa""]","[""Fungal leaf spot"",""Root rot""]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Acidic"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Shrub","Minimum","Morning","protea_aurea"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","9","11","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Asia"",""Australia""]","[""Fungal leaf spot"",""Root rot""]","0","0","[""Spore Propagation""]","March","FALSE","0","[""Well-drained"",""Loamy""]","[""Filtered shade"",""Part shade""]","FALSE","TRUE","Fern","Average","Morning","blechnum_parrisiae"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Summer","FALSE","","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Japan"",""China""]","[""Slugs"",""Snails""]","1","1","[""Bulb Division""]","September","FALSE","0","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Bulb","Average","Morning","lycoris_squamigera"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","9","","FALSE","FALSE","FALSE","","Moderate","TRUE","[""Asia"",""North America""]","[]","0","0","[""Spore Propagation""]","October","FALSE","0","[""Well-drained"",""Loamy""]","[""Filtered shade""]","FALSE","TRUE","Foliage House plants","Average","Morning","ganoderma_megaloma"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","9","10","","FALSE","FALSE","TRUE","Red","Moderate","FALSE","[""North America""]","[]","0","0","[""Fragmentation""]","March","TRUE","0","[""Well-drained""]","[""Filtered shade""]","FALSE","FALSE","Aquatic","Frequent","Morning","calliarthron_tuberculosum"
"[]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","7","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""New Zealand""]","[]","0","0","[""Seed Propagation""]","March","TRUE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Minimum","Morning","phyllocladus_alpinus"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","Blue","Summer","FALSE","","Moderate","9","11","Summer","FALSE","FALSE","TRUE","Green","Low","TRUE","[""Africa""]","[]","0","0","[""Cutting"",""Seed Propagation""]","November","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Herb","Average","Morning","plectranthus_barbatus"
"[]","High","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","0","0","","FALSE","FALSE","FALSE","","High","FALSE","[""North America""]","[]","1","1","[]","February","FALSE","0","[]","[]","FALSE","FALSE","Foliage House plants","Average","Morning","entoloma_medianox"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","Pink","Summer","FALSE","","Moderate","3","7","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Europe"",""Asia""]","[""Aphids"",""Spider mites""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Average","Morning","dianthus_superbus"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","","Summer","TRUE","","Moderate","4","9","Summer","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""China"",""Japan"",""Korea""]","[""Aphids"",""Powdery mildew""]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","vicia_unijuga"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","8","11","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Australia"",""New Zealand""]","[]","0","0","[""Spore Propagation""]","August","FALSE","0","[""Well-drained"",""Acidic"",""Moist""]","[""Partial shade"",""Filtered shade""]","FALSE","TRUE","Fern","Average","Morning","schizaea_pectinata"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","10","12","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Asia"",""Australia""]","[]","0","0","[""Spore Propagation"",""Division""]","May","FALSE","0","[""Well-drained"",""Loamy""]","[""Part shade""]","FALSE","TRUE","Fern","Average","Morning","pyrrosia_adnascens"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Low","9","11","","TRUE","FALSE","TRUE","Green","Moderate","TRUE","[""South Africa""]","[]","0","0","[""Cutting""]","December","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun"",""Partial shade""]","FALSE","FALSE","Shrub","Minimum","Morning","osmitopsis_asteriscoides"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","3","7","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Europe""]","[]","0","0","[""Seed Propagation"",""Division""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Average","Morning","anemone_sylvestris"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Red","Moderate","4","8","Summer","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Europe"",""Asia""]","[""Fungal leaf spot"",""Mildew"",""Aphids""]","0","0","[""Seed Propagation"",""Runners""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Fruit","Average","Morning","fragaria_viridis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Summer","FALSE","","High","4","9","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Caucasus"",""Western Asia""]","[]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","galega_orientalis"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Purple","Summer","FALSE","","Moderate","4","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Europe""]","[]","0","0","[""Seed Propagation"",""Cutting""]","September","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Average","Morning","polygala_comosa"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","6","10","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""Asia""]","[]","0","0","[]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade""]","FALSE","FALSE","Woody plants","Average","Morning","radulodon_copelandii"
"[""Bees"",""Beetles""]","Medium","Perennial","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Red","Moderate","3","7","Summer","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Europe"",""Asia""]","[""Aphids"",""Spider mites""]","0","0","[""Seed Propagation"",""Cutting""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Full sun""]","TRUE","FALSE","Shrub","Average","Morning","rubus_saxatilis"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Summer","FALSE","","Low","5","8","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""Europe"",""Turkey""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Wildflower","Average","Morning","carduus_defloratus"
"[]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Red","Moderate","5","9","Summer","FALSE","FALSE","TRUE","Green","Low","FALSE","[""East Asia""]","[""Anthracnose"",""Cane blight""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Shrub","Average","Morning","rubus_crataegifolius"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Europe"",""Asia""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Loamy"",""Moist""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Grass","Average","Morning","melica_nutans"
"[""Bees"",""Butterflies""]","Easy","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","7","11","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""South America""]","[]","0","0","[""Seed Propagation""]","November","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Flower","Average","Morning","bidens_andicola"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","9","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""North America"",""Europe"",""Asia""]","[]","0","0","[""Spore Propagation""]","March","FALSE","0","[""Well-drained"",""Acidic"",""Loamy"",""Sandy""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Moss","Average","Morning","rosulabryum_capillare"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","TRUE","","Moderate","9","11","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""South Africa""]","[]","0","0","[""Seed Propagation"",""Cutting""]","February","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","podalyria_calyptrata"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","TRUE","Brown","Moderate","9","11","Autumn","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""South Africa""]","[]","0","0","[""Seed Propagation""]","July","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Shrub","Average","Morning","saltera_sarcocolla"
